location,date,new_cases_per_million,new_deaths_per_million,new_vaccinations_smoothed_per_million
Asia,2021-05-03,97.894,1.072,2410
Asia,2021-05-04,103.731,1.109,2331
Asia,2021-05-05,110.615,1.21,2218
Asia,2021-05-06,111.732,1.192,2198
Asia,2021-05-07,107.61,1.218,2157
Asia,2021-05-08,106.271,1.191,2311
Asia,2021-05-09,97.201,1.191,2375
Asia,2021-05-10,89.357,1.173,2531
Asia,2021-05-11,94.447,1.252,2715
Asia,2021-05-12,96.363,1.207,2904
Asia,2021-05-13,91.811,1.163,2995
Asia,2021-05-14,85.077,1.112,3035
Asia,2021-05-15,81.585,1.15,3104
Asia,2021-05-16,75.836,1.216,3318
Asia,2021-05-17,73.948,1.263,3483
Asia,2021-05-18,75.054,1.321,3592
Asia,2021-05-19,77.61,1.167,3656
Asia,2021-05-20,73.844,1.211,3816
Asia,2021-05-21,73.385,1.204,3972
Asia,2021-05-22,68.359,1.085,4027
Asia,2021-05-23,63.035,1.2,4034
Asia,2021-05-24,58.945,1.041,4110
Asia,2021-05-25,62.289,1.156,4292
Asia,2021-05-26,62.122,1.099,4534
Asia,2021-05-27,57.69,1.061,4607
Asia,2021-05-28,54.887,1.065,4679
Asia,2021-05-29,51.369,1,4888
Asia,2021-05-30,48.522,0.961,5064
Asia,2021-05-31,43.363,0.855,5244
Asia,2021-06-01,43.973,0.933,5320
Asia,2021-06-02,45.166,0.919,5420
Asia,2021-06-03,44.9,0.868,5456
Asia,2021-06-04,41.52,0.998,5623
Asia,2021-06-05,38.743,0.824,5588
Asia,2021-06-06,35.164,0.803,5514
Asia,2021-06-07,31.57,0.7,5386
Asia,2021-06-08,34.217,0.744,5274
Asia,2021-06-09,35.552,0.732,5106
Asia,2021-06-10,35.259,0.245,5207
Asia,2021-06-11,33.769,1.122,5109
Asia,2021-06-12,31.294,0.93,5053
Asia,2021-06-13,29.743,1.099,5083
Asia,2021-06-14,27.925,0.837,4976
Asia,2021-06-15,28.404,0.783,5149
Asia,2021-06-16,29.798,0.738,5374
Asia,2021-06-17,30.448,0.618,5500
Asia,2021-06-18,29.209,0.601,5701
Asia,2021-06-19,27.257,0.574,5936
Asia,2021-06-20,27.864,0.596,6114
Asia,2021-06-21,25.377,0.509,6561
Asia,2021-06-22,28.431,0.552,6707
Asia,2021-06-23,29.167,0.563,6768
Asia,2021-06-24,30.457,0.558,6902
Asia,2021-06-25,28.93,0.529,6976
Asia,2021-06-26,27.879,0.522,7136
Asia,2021-06-27,29.164,0.52,7211
Asia,2021-06-28,27.866,0.469,7075
Asia,2021-06-29,30.129,0.477,6991
Asia,2021-06-30,31.789,0.522,6829
Asia,2021-07-01,33.037,0.506,6631
Asia,2021-07-02,32.016,0.494,6338
Asia,2021-07-03,29.951,0.49,6097
Asia,2021-07-04,30.947,0.539,5759
Asia,2021-07-05,32.107,0.438,5525
Asia,2021-07-06,35.017,0.575,5282
Asia,2021-07-07,36.833,0.632,5080
Asia,2021-07-08,38.52,0.629,5044
Asia,2021-07-09,38.229,0.673,4911
Asia,2021-07-10,36.009,0.593,4633
Asia,2021-07-11,36.883,0.667,4534
Asia,2021-07-12,37.707,0.863,4432
Asia,2021-07-13,41.888,0.558,4461
Asia,2021-07-14,44.542,0.613,4599
Asia,2021-07-15,47.09,0.619,4432
Asia,2021-07-16,44.832,0.666,4465
Asia,2021-07-17,42.935,0.626,4601
Asia,2021-07-18,41.076,0.707,4696
Asia,2021-07-19,38.535,0.698,4724
Asia,2021-07-20,46.962,1.419,4613
Asia,2021-07-21,42.976,0.705,4496
Asia,2021-07-22,43.516,0.694,4608
Asia,2021-07-23,58.98,0.73,4752
Asia,2021-07-24,44.747,0.783,4842
Asia,2021-07-25,50.139,0.855,4916
Asia,2021-07-26,45.821,0.805,5228
Asia,2021-07-27,57.098,0.952,5555
Asia,2021-07-28,58.341,0.927,5874
Asia,2021-07-29,58.578,0.995,6084
Asia,2021-07-30,54.88,0.9,6289
Asia,2021-07-31,51.647,0.933,6442
Asia,2021-08-01,54.73,0.841,6711
Asia,2021-08-02,48.371,0.841,6845
Asia,2021-08-03,60.558,1.015,7038
Asia,2021-08-04,60.554,0.979,6977
Asia,2021-08-05,60.474,1.172,6852
Asia,2021-08-06,59.614,1.01,6783
Asia,2021-08-07,55.402,0.925,6699
Asia,2021-08-08,54.586,0.927,6578
Asia,2021-08-09,51.32,0.929,6351
Asia,2021-08-10,57.831,1.268,6118
Asia,2021-08-11,62.422,0.986,6043
Asia,2021-08-12,56.76,0.997,5994
Asia,2021-08-13,62.866,0.987,5919
Asia,2021-08-14,54.065,0.917,5849
Asia,2021-08-15,54.746,0.944,5645
Asia,2021-08-16,51.326,1.112,5581
Asia,2021-08-17,58.815,0.922,5538
Asia,2021-08-18,56.116,0.92,5526
Asia,2021-08-19,57.211,1.037,5440
Asia,2021-08-20,56.347,0.961,5365
Asia,2021-08-21,51.867,0.922,5335
Asia,2021-08-22,49.657,0.988,5450
Asia,2021-08-23,48.771,1.03,5458
Asia,2021-08-24,56.623,0.985,5517
Asia,2021-08-25,60.249,0.979,5668
Asia,2021-08-26,59.257,0.938,5858
Asia,2021-08-27,57.976,0.853,6192
Asia,2021-08-28,54.115,0.809,6465
Asia,2021-08-29,51.003,0.77,6581
Asia,2021-08-30,50.379,0.879,6666
Asia,2021-08-31,51.048,0.707,6595
Asia,2021-09-01,55.756,1.159,6690
Asia,2021-09-02,52.61,0.649,6489
Asia,2021-09-03,52.695,0.912,6046
Asia,2021-09-04,46.876,0.738,5610
Asia,2021-09-05,48.254,0.745,5454
Asia,2021-09-06,42.335,0.873,5190
Asia,2021-09-07,46.48,0.802,5260
Asia,2021-09-08,50.72,0.804,5134
Asia,2021-09-09,47.781,0.658,5207
Asia,2021-09-10,45.181,0.651,5110
Asia,2021-09-11,42.703,0.673,5372
Asia,2021-09-12,39.568,0.573,5358
Asia,2021-09-13,40.096,0.795,5530
Asia,2021-09-14,41.471,0.636,5142
Asia,2021-09-15,42.113,0.653,4892
Asia,2021-09-16,42.552,0.646,4767
Asia,2021-09-17,40.807,0.6,4821
Asia,2021-09-18,38.645,0.543,4966
Asia,2021-09-19,36.816,0.529,4959
Asia,2021-09-20,36.348,0.604,4723
Asia,2021-09-21,38.021,0.547,4816
Asia,2021-09-22,38.092,0.54,4722
Asia,2021-09-23,37.994,0.471,4737
Asia,2021-09-24,36.126,0.435,4853
Asia,2021-09-25,34.054,0.412,4410
Asia,2021-09-26,33.589,0.408,4272
Asia,2021-09-27,30.4,0.472,4553
Asia,2021-09-28,29.893,0.477,4511
Asia,2021-09-29,32.38,0.511,4721
Asia,2021-09-30,34.263,0.428,4604
Asia,2021-10-01,32.596,0.385,4376
Asia,2021-10-02,29.078,0.36,4409
Asia,2021-10-03,27.177,0.31,4371
Asia,2021-10-04,26.491,0.409,4022
Asia,2021-10-05,28.084,0.341,4021
Asia,2021-10-06,35.151,0.396,3699
Asia,2021-10-07,28.34,0.338,3525
Asia,2021-10-08,28.503,0.387,3603
Asia,2021-10-09,25.74,0.326,3613
Asia,2021-10-10,25.6,0.289,3713
Asia,2021-10-11,23.907,0.319,3658
Asia,2021-10-12,27.126,0.352,3646
Asia,2021-10-13,27.31,0.333,3645
Asia,2021-10-14,27.149,0.358,3655
Asia,2021-10-15,25.998,0.311,3489
Asia,2021-10-16,23.266,0.277,3295
Asia,2021-10-17,23.405,0.252,3184
Asia,2021-10-18,22.495,0.29,3216
Asia,2021-10-19,24.989,0.308,3309
Asia,2021-10-20,25.063,0.245,3490
Asia,2021-10-21,23.883,0.322,3559
Asia,2021-10-22,24.851,0.416,3711
Asia,2021-10-23,22.049,0.319,3794
Asia,2021-10-24,21.793,0.32,3906
Asia,2021-10-25,20.038,0.332,3825
Asia,2021-10-26,22.546,0.365,3761
Asia,2021-10-27,23.851,0.427,3681
Asia,2021-10-28,23.109,0.434,3792
Asia,2021-10-29,22.951,0.316,3940
Asia,2021-10-30,20.42,0.371,4207
Asia,2021-10-31,24.508,0.263,4210
Asia,2021-11-01,19.786,0.32,4397
Asia,2021-11-02,22.709,0.303,4352
Asia,2021-11-03,23.384,0.339,4457
Asia,2021-11-04,22.911,0.298,4456
Asia,2021-11-05,21.213,0.326,4292
Asia,2021-11-06,20.588,0.321,4193
Asia,2021-11-07,19.458,0.265,4290
Asia,2021-11-08,19.361,0.286,4404
Asia,2021-11-09,21.433,0.307,4570
Asia,2021-11-10,21.91,0.287,4658
Asia,2021-11-11,20.642,0.338,4730
Asia,2021-11-12,20.351,0.347,4947
Asia,2021-11-13,18.305,0.291,5071
Asia,2021-11-14,17.643,0.259,4960
Asia,2021-11-15,17.984,0.273,4837
Asia,2021-11-16,18.742,0.282,4767
Asia,2021-11-17,20.442,0.361,4664
Asia,2021-11-18,20.07,0.364,4596
Asia,2021-11-19,19.207,0.29,4416
Asia,2021-11-20,18.854,0.291,4439
Asia,2021-11-21,17.139,0.247,4433
Asia,2021-11-22,16.996,0.295,4516
Asia,2021-11-23,26.051,0.342,4578
Asia,2021-11-24,20.137,0.305,4658
Asia,2021-11-25,19.806,0.341,4661
Asia,2021-11-26,19.343,0.319,4893
Asia,2021-11-27,18.761,0.342,4694
Asia,2021-11-28,16.873,0.262,4964
Asia,2021-11-29,17.1,0.259,5050
Asia,2021-11-30,19.301,0.268,5162
Asia,2021-12-01,19.579,0.334,5277
Asia,2021-12-02,18.539,0.279,5439
Asia,2021-12-03,17.405,0.314,5225
Asia,2021-12-04,15.961,0.23,5516
Asia,2021-12-05,18.535,0.847,5332
Asia,2021-12-06,16.081,0.262,5209
Asia,2021-12-07,18.694,0.259,5097
Asia,2021-12-08,18.355,0.257,4923
Asia,2021-12-09,17.865,0.31,4900
Asia,2021-12-10,17.221,0.278,4897
Asia,2021-12-11,16.571,0.319,5016
Asia,2021-12-12,15.32,0.247,4988
Asia,2021-12-13,15.085,0.256,5039
Asia,2021-12-14,17.493,0.244,5204
Asia,2021-12-15,17.025,0.283,5287
Asia,2021-12-16,20.323,0.272,5230
Asia,2021-12-17,14.377,0.187,5492
Asia,2021-12-18,14.897,0.259,5361
Asia,2021-12-19,15.908,0.252,5398
Asia,2021-12-20,14.108,0.274,5478
Asia,2021-12-21,16.01,0.26,5509
Asia,2021-12-22,16.057,0.293,5484
Asia,2021-12-23,15.324,0.282,5677
Asia,2021-12-24,15.723,0.266,5661
Asia,2021-12-25,15.026,0.196,5700
Asia,2021-12-26,14.364,0.257,5655
Asia,2021-12-27,15.881,0.223,5701
Asia,2021-12-28,19.062,0.229,5764
Asia,2021-12-29,21.536,0.199,6024
Asia,2021-12-30,25.031,0.279,5920
Asia,2021-12-31,25.485,0.266,5925
Asia,2022-01-01,25.137,0.212,5551
Asia,2022-01-02,25.433,0.164,5441
Asia,2022-01-03,30.23,0.166,5370
Asia,2022-01-04,40.346,0.281,5146
Asia,2022-01-05,53.076,0.226,4935
Asia,2022-01-06,64.314,0.206,4920
Asia,2022-01-07,67.853,0.229,4938
Asia,2022-01-08,76.105,0.259,4911
Asia,2022-01-09,79.775,0.164,5115
Asia,2022-01-10,86.115,0.229,5082
Asia,2022-01-11,90.452,0.288,5272
Asia,2022-01-12,119.777,0.245,5180
Asia,2022-01-13,111.007,0.239,5113
Asia,2022-01-14,113.26,0.169,4694
Asia,2022-01-15,120.087,0.231,4907
Asia,2022-01-16,107.89,0.196,4799
Asia,2022-01-17,98.016,0.164,4766
Asia,2022-01-18,121.857,0.275,4274
Asia,2022-01-19,180.763,0.256,4469
Asia,2022-01-20,152.243,0.3,4390
Asia,2022-01-21,153.38,0.271,4552
Asia,2022-01-22,145.181,0.268,4397
Asia,2022-01-23,127.933,0.225,4297
Asia,2022-01-24,160.852,0.29,4108
Asia,2022-01-25,151.005,0.301,4291
Asia,2022-01-26,160.293,0.29,3967
Asia,2022-01-27,149.504,0.298,3786
Asia,2022-01-28,144.743,0.364,3692
Asia,2022-01-29,143.113,0.35,3600
Asia,2022-01-30,144.362,0.372,3602
Asia,2022-01-31,132.462,0.456,3604
Asia,2022-02-01,141.904,0.546,3378
Asia,2022-02-02,150.836,0.382,3196
Asia,2022-02-03,146.732,0.494,3130
Asia,2022-02-04,134.006,0.445,3016
Asia,2022-02-05,123.017,0.374,3040
Asia,2022-02-06,124.424,0.434,2954
Asia,2022-02-07,120.059,0.499,2923
Asia,2022-02-08,134.602,0.545,3158
Asia,2022-02-09,135.485,0.528,3445
Asia,2022-02-10,128.359,0.421,3538
Asia,2022-02-11,122.79,0.444,3848
Asia,2022-02-12,108.956,0.405,3883
Asia,2022-02-13,106.321,0.326,4040
Asia,2022-02-14,103.294,0.404,4158
Asia,2022-02-15,124.209,0.42,4115
Asia,2022-02-16,126.742,0.43,3920
Asia,2022-02-17,129.438,0.464,4007
Asia,2022-02-18,120.027,0.393,3795
Asia,2022-02-19,118.224,0.47,3832
Asia,2022-02-20,106.701,0.362,3624
Asia,2022-02-21,103.21,0.375,3546
Asia,2022-02-22,132.428,0.426,3442
Asia,2022-02-23,140.308,0.449,3473
Asia,2022-02-24,128.459,0.456,3481
Asia,2022-02-25,125.33,0.409,3535
Asia,2022-02-26,136.912,0.393,3497
Asia,2022-02-27,121.065,0.345,3583
Asia,2022-02-28,124.375,0.393,3699
Asia,2022-03-01,142.889,0.429,3580
Asia,2022-03-02,152.198,0.427,3492
Asia,2022-03-03,168.764,0.403,3336
Asia,2022-03-04,158.887,0.478,3174
Asia,2022-03-05,153.153,0.389,3072
Asia,2022-03-06,139.3,0.357,2952
Asia,2022-03-07,126.944,0.374,2757
Asia,2022-03-08,167.717,0.402,2758
Asia,2022-03-09,184.61,0.418,2693
Asia,2022-03-10,161.015,0.418,2633
Asia,2022-03-11,169.885,0.382,2601
Asia,2022-03-12,215.203,0.352,2514
Asia,2022-03-13,152.067,0.333,2510
Asia,2022-03-14,176.22,0.375,2506
Asia,2022-03-15,167.485,0.34,2528
Asia,2022-03-16,234.535,0.387,2535
Asia,2022-03-17,203.961,0.385,2533
Asia,2022-03-18,161.474,0.343,2446
Asia,2022-03-19,198.036,0.32,2409
Asia,2022-03-20,112.46,0.318,2399
Asia,2022-03-21,134.908,0.283,2373
Asia,2022-03-22,189.909,0.276,2443
Asia,2022-03-23,149.034,0.364,2513
Asia,2022-03-24,133.176,0.327,2542
Asia,2022-03-25,140.432,1.096,2568
Asia,2022-03-26,133.354,0.224,2665
Asia,2022-03-27,90.89,0.257,2704
Asia,2022-03-28,159.347,0.24,2911
Asia,2022-03-29,148.295,0.248,2921
Asia,2022-03-30,120.391,0.245,2951
Asia,2022-03-31,113.679,0.246,2905
Asia,2022-04-01,106.808,0.218,2817
Asia,2022-04-02,93.778,0.193,2675
Asia,2022-04-03,78.014,0.144,2586
Asia,2022-04-04,91.979,0.161,2252
Asia,2022-04-05,105.09,0.237,2051
Asia,2022-04-06,92.719,0.197,1807
Asia,2022-04-07,95.951,0.222,1702
Asia,2022-04-08,84.911,0.199,1697
Asia,2022-04-09,72.615,0.176,1682
Asia,2022-04-10,53.779,0.147,1636
Asia,2022-04-11,81.874,0.123,1645
Asia,2022-04-12,75.239,0.128,1618
Asia,2022-04-13,73.075,0.2,1577
Asia,2022-04-14,57.312,0.124,1521
Asia,2022-04-15,65.477,0.146,1441
Asia,2022-04-16,49.805,0.113,1399
Asia,2022-04-17,36.03,0.142,1384
Asia,2022-04-18,54.003,0.098,1365
Asia,2022-04-19,50.253,0.118,1388
Asia,2022-04-20,46.553,0.103,1389
Asia,2022-04-21,48.505,0.146,1432
Asia,2022-04-22,41.289,0.115,1507
Asia,2022-04-23,40.794,0.102,1552
Asia,2022-04-24,30.898,0.095,1578
Asia,2022-04-25,35.932,0.074,1587
Asia,2022-04-26,48.208,0.433,1569
Asia,2022-04-27,23.438,0.083,1628
Asia,2022-04-28,44.675,0.141,1610
Asia,2022-04-29,30.427,0.099,1599
Asia,2022-04-30,25.162,0.095,1528
Asia,2022-05-01,20.94,0.082,1473
Asia,2022-05-02,23.082,0.059,1366
Asia,2022-05-03,32.045,0.071,1243
Asia,2022-05-04,26.717,0.07,1065
Asia,2022-05-05,24.127,0.056,959
Asia,2022-05-06,27.237,0.063,870
Asia,2022-05-07,23.528,0.053,856
Asia,2022-05-08,19.635,0.044,850
Asia,2022-05-09,50.59,0.054,882
Asia,2022-05-10,35.596,0.052,915
Asia,2022-05-11,36.067,0.052,984
Asia,2022-05-12,37.103,0.054,1009
Asia,2022-05-13,21.242,0.043,1006
Asia,2022-05-14,46.479,0.057,1004
Asia,2022-05-15,29.992,0.053,998
Asia,2022-05-16,29.65,0.039,979
Asia,2022-05-17,32.836,0.05,970
Asia,2022-05-18,39.332,0.05,973
Asia,2022-05-19,38.406,0.055,979
Asia,2022-05-20,36.124,0.047,994
Asia,2022-05-21,34.616,0.059,988
Asia,2022-05-22,28.893,0.035,980
Asia,2022-05-23,31.069,0.063,990
Asia,2022-05-24,34.299,0.042,985
Asia,2022-05-25,35.25,0.051,960
Asia,2022-05-26,32.346,0.057,942
Asia,2022-05-27,33.148,0.062,924
Asia,2022-05-28,29.684,0.063,918
Asia,2022-05-29,25.735,0.043,911
Asia,2022-05-30,23.031,0.05,893
Asia,2022-05-31,29.505,0.045,898
Asia,2022-06-01,30.955,0.048,909
Asia,2022-06-02,27.872,0.053,860
Asia,2022-06-03,26.651,0.054,818
Asia,2022-06-04,24.037,0.025,902
Asia,2022-06-05,23.811,0.081,1035
Asia,2022-06-06,18.658,0.054,1178
Asia,2022-06-07,29.499,0.047,1331
Asia,2022-06-08,29.236,0.052,1392
Asia,2022-06-09,26.924,0.068,1481
Asia,2022-06-10,26.201,0.063,1554
Asia,2022-06-11,27.997,0.065,1499
Asia,2022-06-12,19.99,0.051,1409
Asia,2022-06-13,19.475,0.037,1311
Asia,2022-06-14,28.746,0.051,1173
Asia,2022-06-15,28.025,0.049,1122
Asia,2022-06-16,25.683,0.053,1110
Asia,2022-06-17,26.117,0.053,1093
Asia,2022-06-18,23.876,0.061,1080
Asia,2022-06-19,22.368,0.053,1002
Asia,2022-06-20,20.386,0.05,977
Asia,2022-06-21,27.174,0.044,979
Asia,2022-06-22,27.308,0.061,995
Asia,2022-06-23,26.514,0.053,1005
Asia,2022-06-24,26.256,0.055,1020
Asia,2022-06-25,22.501,0.048,1028
Asia,2022-06-26,23.439,0.05,1041
Asia,2022-06-27,24.778,0.044,1069
Asia,2022-06-28,28.693,0.065,1091
Asia,2022-06-29,35.309,0.048,1082
Asia,2022-06-30,29.528,0.046,1070
Asia,2022-07-01,27.604,0.048,1033
Asia,2022-07-02,26.427,0.047,1009
Asia,2022-07-03,24.807,0.039,989
Asia,2022-07-04,38.01,0.045,960
Asia,2022-07-05,35.149,0.047,942
Asia,2022-07-06,36.404,0.061,937
Asia,2022-07-07,36.265,0.052,940
Asia,2022-07-08,36.013,0.063,991
Asia,2022-07-09,34.284,0.045,1007
Asia,2022-07-10,33.245,0.04,1023
Asia,2022-07-11,32.541,0.047,1036
Asia,2022-07-12,44.681,0.052,1001
Asia,2022-07-13,76.932,0.05,995
Asia,2022-07-14,52.621,0.056,1020
Asia,2022-07-15,53.037,0.059,1028
Asia,2022-07-16,51.718,0.05,1036
Asia,2022-07-17,48.506,0.062,1048
Asia,2022-07-18,53.936,0.042,1164
Asia,2022-07-19,54.437,0.049,1320
Asia,2022-07-20,119.486,0.071,1404
Asia,2022-07-21,80.239,0.075,1462
Asia,2022-07-22,79.71,0.078,1518
Asia,2022-07-23,77.173,0.078,1594
Asia,2022-07-24,64.318,0.058,1642
Asia,2022-07-25,68.494,0.057,1567
Asia,2022-07-26,89.876,0.098,1511
Asia,2022-07-27,89.126,0.079,1495
Asia,2022-07-28,91.688,0.087,1504
Asia,2022-07-29,163.711,0.122,1502
Asia,2022-07-30,81.063,0.075,1502
Asia,2022-07-31,70.807,0.07,1503
Asia,2022-08-01,71.224,0.073,1464
Asia,2022-08-02,95.316,0.103,1433
Asia,2022-08-03,99.604,0.101,1418
Asia,2022-08-04,182.507,0.114,1363
Asia,2022-08-05,93.085,0.104,1336
Asia,2022-08-06,207.294,0.164,1303
Asia,2022-08-07,69.445,0.08,1285
Asia,2022-08-08,83.201,0.105,1340
Asia,2022-08-09,96.038,0.124,1327
Asia,2022-08-10,100.863,0.129,1258
Asia,2022-08-11,99.972,0.125,1212
Asia,2022-08-12,82.125,0.12,1133
Asia,2022-08-13,80.777,0.125,1089
Asia,2022-08-14,67.777,0.102,1071
Asia,2022-08-15,112.836,0.193,1039
Asia,2022-08-16,121.774,0.206,975
Asia,2022-08-17,104.62,0.144,1019
Asia,2022-08-18,104.138,0.14,1065
Asia,2022-08-19,99.336,0.136,1019
Asia,2022-08-20,92.211,0.12,999
Asia,2022-08-21,75.084,0.116,1009
Asia,2022-08-22,76.348,0.134,1001
Asia,2022-08-23,89.778,0.137,1059
Asia,2022-08-24,93.717,0.14,1039
Asia,2022-08-25,87.266,0.148,992
Asia,2022-08-26,76.029,0.138,991
Asia,2022-08-27,70.047,0.148,988
Asia,2022-08-28,57.784,0.109,974
Asia,2022-08-29,56.229,0.117,889
Asia,2022-08-30,70.131,0.13,854
Asia,2022-08-31,72.476,0.164,834
Asia,2022-09-01,67.303,0.124,793
Asia,2022-09-02,76.99,0.185,754
Asia,2022-09-03,56.02,0.13,742
Asia,2022-09-04,55.75,0.147,725
Asia,2022-09-05,49.334,0.103,
Asia,2022-09-06,57.966,0.131,
Asia,2022-09-07,60.95,0.117,
Asia,2022-09-08,54.286,0.104,
Asia,2022-09-09,44.97,0.104,
Asia,2022-09-10,40.456,0.088,
Europe,2020-01-23,0,0,
Europe,2020-01-24,0.003,0,
Europe,2020-01-25,0.001,0,
Europe,2020-01-26,0,0,
Europe,2020-01-27,0.001,0,
Europe,2020-01-28,0.005,0,
Europe,2020-01-29,0.003,0,
Europe,2020-01-30,0,0.001,
Europe,2020-01-31,0.009,0,
Europe,2020-02-01,0.008,0,
Europe,2020-02-02,0.003,0.001,
Europe,2020-02-03,0.011,0,
Europe,2020-02-04,0.001,0,
Europe,2020-02-05,0.001,0,
Europe,2020-02-06,0,0,
Europe,2020-02-07,0.003,0,
Europe,2020-02-08,0.012,0,
Europe,2020-02-09,0.004,0,
Europe,2020-02-10,0,0,
Europe,2020-02-11,0.005,0,
Europe,2020-02-12,0.001,0,
Europe,2020-02-13,0.001,0,
Europe,2020-02-14,0.001,0,
Europe,2020-02-15,0.001,0.001,
Europe,2020-02-16,0,0,
Europe,2020-02-17,0.001,0,
Europe,2020-02-18,0,0,
Europe,2020-02-19,0.001,0,
Europe,2020-02-20,0.003,0,
Europe,2020-02-21,0.024,0.001,
Europe,2020-02-22,0.056,0.003,
Europe,2020-02-23,0.132,0.001,
Europe,2020-02-24,0.102,0.005,
Europe,2020-02-25,0.143,0.004,
Europe,2020-02-26,0.211,0.004,
Europe,2020-02-27,0.333,0.007,
Europe,2020-02-28,0.446,0.005,
Europe,2020-02-29,0.47,0.012,
Europe,2020-03-01,1.01,0.007,
Europe,2020-03-02,0.748,0.027,
Europe,2020-03-03,0.94,0.039,
Europe,2020-03-04,1.366,0.04,
Europe,2020-03-05,1.762,0.063,
Europe,2020-03-06,2.387,0.076,
Europe,2020-03-07,2.923,0.065,
Europe,2020-03-08,3.244,0.198,
Europe,2020-03-09,4.387,0.162,
Europe,2020-03-10,4.452,0.256,
Europe,2020-03-11,7.01,0.331,
Europe,2020-03-12,6.453,0.281,
Europe,2020-03-13,13.814,0.517,
Europe,2020-03-14,10.564,0.393,
Europe,2020-03-15,11.689,0.693,
Europe,2020-03-16,14.395,0.709,
Europe,2020-03-17,14.25,0.858,
Europe,2020-03-18,16.002,0.915,
Europe,2020-03-19,25.774,1.17,
Europe,2020-03-20,25.407,1.694,
Europe,2020-03-21,29.293,2.03,
Europe,2020-03-22,25.802,1.941,
Europe,2020-03-23,34.961,2.281,
Europe,2020-03-24,33.496,2.622,
Europe,2020-03-25,41.851,3.184,
Europe,2020-03-26,45.039,3.363,
Europe,2020-03-27,46.435,3.775,
Europe,2020-03-28,48.754,4.018,
Europe,2020-03-29,39.727,3.93,
Europe,2020-03-30,42.998,4.448,
Europe,2020-03-31,48.921,4.891,
Europe,2020-04-01,48.98,6.05,
Europe,2020-04-02,47.282,5.507,
Europe,2020-04-03,50.644,6.083,
Europe,2020-04-04,41.58,5.764,
Europe,2020-04-05,37.718,4.918,
Europe,2020-04-06,36.746,5.38,
Europe,2020-04-07,36.007,7.007,
Europe,2020-04-08,43.716,5.762,
Europe,2020-04-09,44.802,6.728,
Europe,2020-04-10,43.566,6.298,
Europe,2020-04-11,37.903,5.426,
Europe,2020-04-12,100.017,5.008,
Europe,2020-04-13,34.033,4.944,
Europe,2020-04-14,50.987,5.149,
Europe,2020-04-15,41.953,6.926,
Europe,2020-04-16,58.97,6.06,
Europe,2020-04-17,42.345,5.899,
Europe,2020-04-18,38.62,4.562,
Europe,2020-04-19,40.65,4.224,
Europe,2020-04-20,31.379,4.352,
Europe,2020-04-21,37.253,4.806,
Europe,2020-04-22,39.566,4.905,
Europe,2020-04-23,36.031,4.535,
Europe,2020-04-24,35.393,4.465,
Europe,2020-04-25,33.801,3.946,
Europe,2020-04-26,29.703,3.071,
Europe,2020-04-27,31.992,3.413,
Europe,2020-04-28,32.346,3.454,
Europe,2020-04-29,30.505,3.944,
Europe,2020-04-30,30.837,3.219,
Europe,2020-05-01,31.252,2.682,
Europe,2020-05-02,29.721,3.235,
Europe,2020-05-03,28.248,2.086,
Europe,2020-05-04,28.543,2.436,
Europe,2020-05-05,29.867,2.753,
Europe,2020-05-06,36.113,3.18,
Europe,2020-05-07,33.387,2.586,
Europe,2020-05-08,31.431,2.702,
Europe,2020-05-09,28.169,2.017,
Europe,2020-05-10,26.395,1.62,
Europe,2020-05-11,31.451,1.773,
Europe,2020-05-12,29.991,2.235,
Europe,2020-05-13,27.285,2.06,
Europe,2020-05-14,27.501,2.342,
Europe,2020-05-15,27.298,1.966,
Europe,2020-05-16,23.569,1.568,
Europe,2020-05-17,21.977,1.738,
Europe,2020-05-18,22.733,1.415,
Europe,2020-05-19,24.422,1.332,
Europe,2020-05-20,24.345,1.63,
Europe,2020-05-21,23.586,1.37,
Europe,2020-05-22,24.815,2.164,
Europe,2020-05-23,22.662,1.237,
Europe,2020-05-24,19.729,0.971,
Europe,2020-05-25,19.503,0.962,
Europe,2020-05-26,21.58,1.69,
Europe,2020-05-27,20.211,1.126,
Europe,2020-05-28,26.795,1.139,
Europe,2020-05-29,22.184,1.212,
Europe,2020-05-30,22.845,1.051,
Europe,2020-05-31,19.412,0.709,
Europe,2020-06-01,19.821,0.768,
Europe,2020-06-02,19.516,1.022,
Europe,2020-06-03,20.304,0.983,
Europe,2020-06-04,26.45,0.86,
Europe,2020-06-05,22.128,0.942,
Europe,2020-06-06,21.113,0.804,
Europe,2020-06-07,19.674,0.622,
Europe,2020-06-08,19.878,0.7,
Europe,2020-06-09,20.454,0.87,
Europe,2020-06-10,21.111,0.908,
Europe,2020-06-11,22.124,0.677,
Europe,2020-06-12,22.389,0.723,
Europe,2020-06-13,21.382,0.594,
Europe,2020-06-14,19.734,0.528,
Europe,2020-06-15,18.751,0.54,
Europe,2020-06-16,20.889,0.82,
Europe,2020-06-17,21.445,0.833,
Europe,2020-06-18,21.881,0.717,
Europe,2020-06-19,21.623,0.59,
Europe,2020-06-20,19.821,0.566,
Europe,2020-06-21,17.88,0.37,
Europe,2020-06-22,18.153,0.409,
Europe,2020-06-23,19.872,0.748,
Europe,2020-06-24,20.491,0.593,
Europe,2020-06-25,19.922,0.508,
Europe,2020-06-26,20.572,0.669,
Europe,2020-06-27,18.903,0.481,
Europe,2020-06-28,16.245,0.394,
